specimen_label,site_name,date_cest,method,method_repeat,sex,stage,id_confidence,suborder,family,subfamily,genus,species
TAV08 20211006 N1 C016,TAV08,2021-10-06,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR08 20210919 N1 C001,TOR08,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus albomarginatus
TOR10 20210914 N1 C003,TOR10,2021-09-14,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus albomarginatus
TAV09 20211006 H1 C009,TAV09,2021-10-06,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus albomarginatus
TAV09 20211006 H1 C023,TAV09,2021-10-06,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR09 20210919 H1 C004,TOR09,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TOR09 20210919 H1 C002,TOR09,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TOR09 20210919 H1 C005,TOR09,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TOR09 20210919 H1 C003,TOR09,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TOR09 20210919 H1 C006,TOR09,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TOR04 20211005 H1 C007,TOR04,2021-10-05,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stauroderus,Stauroderus scalaris
MOL06 20211002 H1 C004,MOL06,2021-10-02,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stauroderus,Stauroderus scalaris
TAV08 20210916 H1 C018,TAV08,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV08 20210916 H1 C016,TAV08,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV06 20211006 H1 C002,TAV06,2021-10-06,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
BOR02 20210629 N1 C002,BOR02,2021-06-29,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus montanus
TAV08 20210916 H1 C017,TAV08,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV08 20210916 H1 C023,TAV08,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
MOL06 20211002 H1 C006,MOL06,2021-10-02,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
BES01 20211004 H1 C009,BES01,2021-10-04,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus jacobsi
TAV07 20210917 H1 C011,TAV07,2021-09-17,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20210916 N1 C007,TAV08,2021-09-16,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20210916 H1 C003,TAV08,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV09 20210718 H1 C002,TAV09,2021-07-18,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TAV09 20211006 N1 C009,TAV09,2021-10-06,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TAV09 20211006 N1 C003,TAV09,2021-10-06,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TAV09 20211006 H1 C015,TAV09,2021-10-06,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TAV09 20211006 N1 C012,TAV09,2021-10-06,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TAV09 20211006 H1 C004,TAV09,2021-10-06,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TAV09 20211006 H1 C007,TAV09,2021-10-06,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TOR10 20211004 H1 C004,TOR10,2021-10-04,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TOR04 20210919 H1 C023,TOR04,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TOR04 20211005 H1 C010,TOR04,2021-10-05,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
MOL04 20211002 H1 C004,MOL04,2021-10-02,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL04 20211002 H1 C001,MOL04,2021-10-02,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
TAV08 20210916 N1 C004,TAV08,2021-09-16,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus montanus
TAV08 20210916 H1 C014,TAV08,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV06 20210917 N1 C001,TAV06,2021-09-17,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV08 20210916 H1 C022,TAV08,2021-09-16,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TOR07 20210919 N1 C004,TOR07,2021-09-19,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
BES01 20211004 H1 C002,BES01,2021-10-04,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Euchorthippus,Euchorthippus elegantulus
BES01 20210720 H1 C006,BES01,2021-07-20,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Euchorthippus,Euchorthippus elegantulus
TOR02 20210919 N1 C006,TOR02,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
TAV09 20210916 H1 C004,TAV09,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stauroderus,Stauroderus scalaris
TOR09 20210919 N1 C008,TOR09,2021-09-19,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TAV09 20211006 H1 C010,TAV09,2021-10-06,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TOR03 20210919 H1 C007,TOR03,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20210916 H1 C013,TAV08,2021-09-16,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20211006 N1 C001,TAV08,2021-10-06,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV09 20211006 H1 C008,TAV09,2021-10-06,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stauroderus,Stauroderus scalaris
TOR09 20211005 N1 C002,TOR09,2021-10-05,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TOR04 20210919 N1 C015,TOR04,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
MOL06 20211002 N1 C002,MOL06,2021-10-02,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus nigromaculatus
TAV07 20210917 N1 C002,TAV07,2021-09-17,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TAV08 20210916 H1 C011,TAV08,2021-09-16,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TOR03 20210919 N2 C002,TOR03,2021-09-19,Net,2,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
BES02 20211004 N1 C002,BES02,2021-10-04,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus brunneus
MOL08 20210915 N1 C001,MOL08,2021-09-15,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
MOL06 20211002 H1 C003,MOL06,2021-10-02,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL04 20211002 H1 C003,MOL04,2021-10-02,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
TOR04 20210919 H1 C020,TOR04,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus nigromaculatus
TAV06 20210917 H1 C002,TAV06,2021-09-17,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Gomphocerus,Gomphocerus sibiricus
MOL06 20210915 N1 C001,MOL06,2021-09-15,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
TOR09 20211005 H1 C005,TOR09,2021-10-05,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TAV08 20210718 N1 C001,TAV08,2021-07-18,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
MOL06 20210717 N2 C003,MOL06,2021-07-17,Net,2,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210616 N1 C001,TOR05,2021-06-16,Net,1,Female,Adult,Confirmed,Caelifera,Tetrigidae,Tetriginae,Depressotetrix,Depressotetrix depressa
TAV09 20211006 N1 C005,TAV09,2021-10-06,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus dorsatus
MOL09 20210915 N1 C006,MOL09,2021-09-15,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
MOL06 20211002 H1 C009,MOL06,2021-10-02,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL03 20211002 H1 C001,MOL03,2021-10-02,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL09 20210915 H1 C004,MOL09,2021-09-15,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20211005 H1 C010,TOR05,2021-10-05,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20211006 N1 C002,TAV08,2021-10-06,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
MOL06 20210915 N1 C006,MOL06,2021-09-15,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20211006 N1 C009,TAV08,2021-10-06,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20211006 H1 C008,TAV08,2021-10-06,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR08 20210919 H1 C001,TOR08,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR06 20211005 H1 C002,TOR06,2021-10-05,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TOR06 20210919 N1 C001,TOR06,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TAV07 20210917 H1 C007,TAV07,2021-09-17,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TOR01 20210629 N1 C010,TOR01,2021-06-29,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,,
TOR04 20210701 N1 C008,TOR04,2021-07-01,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Euchorthippus,
TOR05 20210616 N1 C013,TOR05,2021-06-16,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,,
TAV09 20210630 N1 C050,TAV09,2021-06-30,Net,1,Unknown,Unknown,Confirmed,Caelifera,,,,
TAV08 20210718 N1 C021,TAV08,2021-07-18,Net,1,Unknown,Unknown,Confirmed,Caelifera,,,,
TOR08 20210616 N1 C003,TOR08,2021-06-16,Net,1,Unknown,Nymph,Confirmed,Caelifera,,,,
TOR04 20210719 N1 C012,TOR04,2021-07-19,Net,1,Unknown,Unknown,Confirmed,Caelifera,,,,
BES02 20210720 N1 C002,BES02,2021-07-20,Hand,1,Unknown,Unknown,Confirmed,Caelifera,,,,
BES01 20211004 H1 C001,BES01,2021-10-04,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus brunneus
MOL03 20211002 H1 C002,MOL03,2021-10-02,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL06 20210915 H1 C007,MOL06,2021-09-15,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL09 20210915 H1 C005,MOL09,2021-09-15,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
MOL09 20210915 H1 C008,MOL09,2021-09-15,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
TOR02 20211004 N1 C003,TOR02,2021-10-04,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
TOR02 20210919 H1 C002,TOR02,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL03 20210915 N2 C001,MOL03,2021-09-15,Net,2,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL03 20210915 H1 C001,MOL03,2021-09-15,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL03 20210915 N1 C002,MOL03,2021-09-15,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL05 20211002 H1 C001,MOL05,2021-10-02,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL04 20210915 H1 C004,MOL04,2021-09-15,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL06 20211002 N1 C003,MOL06,2021-10-02,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL03 20210915 N2 C002,MOL03,2021-09-15,Net,2,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL03 20210915 N1 C001,MOL03,2021-09-15,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL04 20210915 H1 C002,MOL04,2021-09-15,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL06 20211002 H1 C010,MOL06,2021-10-02,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
MOL05 20210915 H1 C002,MOL05,2021-09-15,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus binotatus
TOR04 20210919 H1 C002,TOR04,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV09 20210916 H1 C010,TAV09,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
BOR02 20210629 N1 C015,BOR02,2021-06-29,Net,1,Male,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,
TAV06 20210917 N1 C005,TAV06,2021-09-17,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV08 20210718 H1 C008,TAV08,2021-07-18,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV07 20210917 H1 C002,TAV07,2021-09-17,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TOR04 20210919 H1 C003,TOR04,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV06 20210917 N1 C003,TAV06,2021-09-17,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TAV09 20210916 H1 C009,TAV09,2021-09-16,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TOR04 20210919 H1 C001,TOR04,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,Pseudochorthippus parallelus
TOR04 20211005 N1 C001,TOR04,2021-10-05,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TAV08 20211006 N1 C006,TAV08,2021-10-06,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,,
MOL09 20210915 H1 C002,MOL09,2021-09-15,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,,
MOL06 20210915 H1 C002,MOL06,2021-09-15,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
MOL06 20210915 N1 C002,MOL06,2021-09-15,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV05 20210917 H1 C004,TAV05,2021-09-17,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus antigai
BES02 20211004 N1 C001,BES02,2021-10-04,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Oedipodinae,Acrotylus,Acrotylus fischeri
TAV09 20210916 H1 E002,TAV09,2021-09-16,Hand,1,Male,Adult,Confirmed,Ensifera,Tettigoniidae,Tettigoniinae,Metrioptera,Metrioptera roeselii
BOR02 20210629 N1 E012,BOR02,2021-06-29,Net,1,Male,Adult,Confirmed,Ensifera,Tettigoniidae,Tettigoniinae,Metrioptera,Metrioptera roeselii
TAV09 20210916 H1 E001,TAV09,2021-09-16,Hand,1,Male,Adult,Confirmed,Ensifera,Tettigoniidae,Tettigoniinae,Metrioptera,Metrioptera roeselii
BOR02 20210629 N1 E013,BOR02,2021-06-29,Net,1,Female,Nymph,Confirmed,Ensifera,Tettigoniidae,Tettigoniinae,Tettigonia,Tettigonia viridissima
BOR02 20210629 N1 E022,BOR02,2021-06-29,Net,1,Female,Nymph,Confirmed,Ensifera,Tettigoniidae,Tettigoniinae,Tettigonia,Tettigonia viridissima
BES01 20210914 H1 C008,BES01,2021-09-14,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus mollis
MOL09 20210915 H1 C006,MOL09,2021-09-15,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
TOR04 20211005 H1 C005,TOR04,2021-10-05,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR07 20210919 H1 C008,TOR07,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR03 20210919 H1 C008,TOR03,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR04 20210919 N1 C011,TOR04,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20210718 N1 C014,TAV08,2021-07-18,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV08 20211006 N1 C013,TAV08,2021-10-06,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV07 20210917 N1 C004,TAV07,2021-09-17,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR04 20211005 H1 C012,TOR04,2021-10-05,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR03 20210919 N1 C001,TOR03,2021-09-19,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR04 20211005 H1 C006,TOR04,2021-10-05,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TAV07 20210917 H1 C003,TAV07,2021-09-17,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus stigmaticus
TOR05 20210919 N1 C002,TOR05,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus nigromaculatus
TOR05 20210919 H1 C002,TOR05,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210919 N1 C003,TOR05,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210919 N1 C006,TOR05,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210919 N1 C004,TOR05,2021-09-19,Net,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210919 H1 C001,TOR05,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus apricarius
TOR05 20210919 N1 C005,TOR05,2021-09-19,Net,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210919 H1 C004,TOR05,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus nigromaculatus
TOR05 20210919 H1 C005,TOR05,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210919 H1 C006,TOR05,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
TOR05 20210919 H1 C007,TOR05,2021-09-19,Hand,1,Female,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,Stenobothrus nigromaculatus
TOR05 20211005 N2 C001,TOR05,2021-10-05,Net,2,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,Chorthippus biguttulus
TOR05 20210919 H1 C003,TOR05,2021-09-19,Hand,1,Male,Adult,Confirmed,Caelifera,Acrididae,Gomphocerinae,Omocestus,Omocestus haemorrhoidalis
BOR02 20210629 N1 C023,BOR02,2021-06-29,Net,1,Female,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,,
TAV09 20210630 N1 C015,TAV09,2021-06-30,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,
TOR10 20210629 N1 C001,TOR10,2021-06-29,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,
MOL09 20210703 N1 C006,MOL09,2021-07-03,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,
TOR09 20210701 N1 C007,TOR09,2021-07-01,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,,
TAV08 20210630 N1 C031,TAV08,2021-06-30,Net,1,Female,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Pseudochorthippus,
MOL09 20210703 N1 C004,MOL09,2021-07-03,Net,1,Male,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Stenobothrus,
TAV09 20210916 H1 C001,TAV09,2021-09-16,Hand,1,Female,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,Chorthippus,
TAV08 20210630 N1 C037,TAV08,2021-06-30,Net,1,Unknown,Nymph,Confirmed,Caelifera,Acrididae,Gomphocerinae,,
